name,braid
10_115,"[1,-2,1,3,2,2,-4,-3,2,-3,-3,-4]"
10_116,"[-1,-1,2,-1,-1,2,-1,2,-1,2]"
10_117,"[-1,-1,-2,-2,3,-2,1,-2,3,-2,3]"
10_118,"[1,1,-2,1,-2,1,-2,-2,1,-2]"
10_119,"[1,1,-2,1,3,-2,1,-2,-3,-3,-2]"
10_120,"[1,1,2,-1,-3,-2,1,4,3,2,2,3,3,4]"
10_121,"[1,1,2,-3,2,-1,2,-3,2,-3,2]"
10_122,"[-1,-1,-2,3,-2,1,3,-2,3,-2,3]"
10_123,"[1,-2,1,-2,1,-2,1,-2,1,-2]"
10_124,"[1,1,1,1,1,2,1,1,1,2]"
10_125,"[-1,-1,-1,-1,-1,2,1,1,1,2]"
10_126,"[-1,-1,-1,-1,-1,-2,1,1,1,-2]"
10_127,"[1,1,1,1,1,2,-1,-1,2,2]"
10_128,"[1,1,1,2,1,1,2,2,3,-2,3]"
10_129,"[-1,-1,-1,2,1,1,-3,2,1,-3,2]"
10_130,"[1,1,1,-2,-1,-1,-2,-2,-3,2,-3]"
10_131,"[1,1,1,2,-1,-1,2,2,3,-2,3]"
10_132,"[1,1,1,-2,-1,-1,-2,-3,2,-3,-3]"
10_133,"[1,1,1,2,-1,-1,2,3,-2,3,3]"
10_134,"[1,1,1,2,1,1,2,3,-2,3,3]"
10_135,"[-1,-1,-1,-2,1,-2,3,2,2,2,3]"
10_136,"[-1,2,-1,2,3,-2,-2,-4,3,-4]"
10_137,"[1,-2,1,-2,3,2,2,-4,3,-4]"
10_138,"[-1,2,-1,2,3,2,2,-4,3,-4]"
10_139,"[1,1,1,1,2,1,1,1,2,2]"
10_140,"[-1,-1,-1,2,1,1,1,2,3,-2,3]"
10_141,"[-1,-1,-1,-1,2,1,1,1,2,2]"
10_142,"[1,1,1,2,1,1,1,2,3,-2,3]"
10_143,"[-1,-1,-1,-1,-2,1,1,1,-2,-2]"
10_144,"[1,1,2,-1,2,1,-3,2,1,-3,-2]"
10_145,"[-1,-1,-2,1,-2,-1,-3,-2,1,-2,-3]"
10_146,"[-1,-1,2,-1,2,1,-3,2,-1,2,-3]"
10_147,"[1,1,1,-2,1,-2,-3,2,-1,2,-3]"
10_148,"[-1,-1,-1,-1,-2,1,1,-2,1,-2]"
10_149,"[1,1,1,1,2,-1,2,-1,2,2]"
10_150,"[1,1,1,-2,1,1,3,-2,-1,3,2]"
10_151,"[-1,-1,-1,-2,1,1,-3,2,-1,-3,2]"
10_152,"[1,1,1,2,2,1,1,2,2,2]"
10_153,"[-1,-1,-1,-2,-1,-1,3,2,2,2,3]"
10_154,"[1,1,2,-1,2,1,3,2,2,2,3]"
10_155,"[-1,-1,-1,-2,1,1,-2,1,1,-2]"
10_156,"[-1,-1,-1,2,1,1,-3,-2,1,-2,-3]"
10_157,"[-1,-1,-1,-2,-2,1,-2,1,-2,-2]"
10_158,"[-1,-1,-1,-2,1,1,3,2,-1,2,3]"
10_159,"[1,1,1,2,-1,2,-1,-1,2,2]"
10_160,"[1,1,1,2,1,1,-3,2,-1,2,-3]"
10_161,"[1,1,1,2,-1,2,1,1,2,2]"
10_162,"[-1,-1,-2,1,1,-2,-2,-1,3,-2,3]"
10_163,"[1,1,-2,-1,-1,3,2,-1,2,2,3]"
10_164,"[1,1,-2,1,-2,-2,-3,2,-1,2,-3]"
10_165,"[-1,-1,-2,1,3,-2,1,-2,-3,-3,-2]"
