name,braid
11a_137,"[-1,-1,2,-1,2,1,3,-2,-1,-4,3,-2,-4,3]"
11a_138,"[1,1,-2,1,-2,1,3,-2,-1,3,-2,-4,3,-4]"
11a_139,"[1,1,1,-2,1,3,-2,-2,-2,3,3]"
11a_140,"[1,1,1,-2,1,-2,-3,2,4,-3,4,4]"
11a_141,"[-1,-1,2,-1,2,-1,2,3,-2,-4,3,-4]"
11a_142,"[-1,-1,-1,-1,2,-1,-1,-1,-3,2,-3]"
11a_143,"[-1,-1,-2,1,-2,3,-2,-2,-2,-4,3,-4]"
11a_144,"[-1,-1,-1,-1,-1,-2,1,3,-2,-4,3,-4]"
11a_145,"[-1,-1,-2,1,-2,-2,-3,2,4,-3,-5,4,-5]"
11a_146,"[-1,-1,-1,2,-1,-3,2,-1,2,2,-3]"
11a_147,"[1,1,-2,1,3,-2,1,3,3,-2,-2]"
11a_148,"[1,1,2,-1,3,-2,1,3,2,2,4,-3,-5,4,-5]"
11a_149,"[-1,2,-1,2,3,3,-4,3,-2,3,-4,3]"
11a_150,"[-1,-1,-2,-2,3,-2,1,-2,-4,3,-2,-4]"
11a_151,"[-1,-1,-1,2,-1,-3,2,-1,-3,2,2]"
11a_152,"[-1,-1,-2,1,3,-2,-4,3,-2,-4,3,3]"
11a_153,"[1,1,1,2,-1,-3,2,4,-3,-3,-3,4]"
11a_154,"[1,1,1,2,-1,-3,2,-3,-4,3,5,-4,5]"
11a_155,"[-1,-1,-2,1,3,2,-1,-4,-3,2,2,-3,-3,-4]"
11a_156,"[-1,-1,-1,2,-1,-1,-3,2,2,2,-3]"
11a_157,"[-1,-1,2,-1,-1,2,2,-1,-3,2,-3]"
11a_158,"[1,1,-2,-2,3,-2,-2,1,-2,3,-2]"
11a_159,"[1,1,-2,1,3,-2,-4,3,5,-4,5]"
11a_160,"[1,1,-2,1,3,-2,-2,3,-2,-2,3]"
11a_161,"[-1,-1,-1,2,-1,-1,2,3,-2,-4,3,-4]"
11a_162,"[-1,-1,2,-1,2,-1,-3,2,-1,-3,2]"
11a_163,"[-1,2,-1,-3,2,2,-1,2,2,2,-3]"
11a_164,"[-1,2,-1,2,-1,2,2,-1,-3,2,-3]"
11a_165,"[1,1,-2,1,3,-2,-2,-2,3,4,-3,4]"
11a_166,"[1,1,-2,1,-2,-3,2,4,-3,4,5,-4,5]"
11a_167,"[-1,2,-1,2,2,-1,2,3,-2,-4,3,-4]"
11a_168,"[1,1,2,-1,2,-3,2,2,-3,-3,-2,-4,3,-4]"
11a_169,"[-1,-1,-2,1,3,-2,-4,3,-2,3,3,-4]"
11a_170,"[1,1,-2,3,-2,1,-2,3,-2,3,-2]"
11a_171,"[1,1,-2,1,3,-2,3,-2,3,-2,3]"
11a_172,"[1,1,-2,1,1,3,-2,-1,-4,3,-2,3,3,-4]"
11a_173,"[1,1,1,-2,1,3,-2,-1,-4,3,-2,3,-4,3]"
11a_174,"[1,1,-2,1,-2,-2,-2,-2,3,-2,3]"
11a_175,"[1,1,-2,1,-2,-2,-2,3,-2,3,3]"
11a_176,"[1,1,1,-2,1,-2,-2,3,-2,3,3]"
11a_177,"[1,1,1,1,-2,1,-2,3,-2,3,3]"
11a_178,"[1,1,-2,1,-2,3,-2,3,3,4,-3,4]"
11a_179,"[-1,2,-1,2,2,2,2,2,-3,2,-3]"
11a_180,"[-1,-1,-1,2,-1,2,2,2,-3,2,-3]"
11a_181,"[1,1,2,-1,2,2,-3,2,2,-4,3,-2,-4,-3]"
11a_182,"[-1,-1,-1,-1,-1,2,-1,2,-3,2,-3]"
11a_183,"[-1,-1,-2,1,-2,-2,3,-2,3,-4,3,-4]"
11a_184,"[-1,-1,-1,-1,2,-1,2,2,-3,2,-3]"
11a_185,"[-1,-1,-2,1,-2,3,-2,3,3,-4,3,-4]"
11a_186,"[1,1,1,2,-1,2,2,2,2,3,-2,3,3]"
11a_187,"[1,1,-2,1,-2,-2,3,-2,-2,-4,3,2,-4,3]"
11a_188,"[-1,-1,-2,1,3,-2,3,3,3,-4,3,-4]"
11a_189,"[-1,-1,2,2,-1,2,-1,2,-3,2,-3]"
11a_190,"[1,1,-2,1,-2,-2,3,-2,3,4,-3,4]"
11a_191,"[1,1,1,1,1,2,-1,2,2,3,-2,3,3]"
11a_192,"[1,1,1,2,-1,2,2,3,-2,3,3,4,-3,4]"
11a_193,"[-1,-1,-1,-1,-2,1,3,-2,3,-4,3,-4]"
11a_194,"[-1,-1,-1,2,-1,-1,-1,2,-3,2,-3]"
11a_195,"[-1,-1,-2,1,-2,-3,2,4,-3,4,-5,4,-5]"
11a_196,"[-1,-1,2,-1,2,-1,-1,2,-3,2,-3]"
11a_197,"[1,1,1,2,-1,-3,-2,-2,4,3,-2,3,4,4]"
11a_198,"[1,1,-2,1,-2,-3,2,2,4,-3,-2,4,4,-3]"
11a_199,"[-1,-1,-1,2,-1,2,-3,2,2,4,-3,-2,4,-3]"
11a_200,"[1,1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,4,3]"
11a_201,"[1,1,-2,1,3,-2,-1,-4,3,-2,3,-4,-5,4,-5]"
11a_202,"[1,1,1,1,-2,1,3,-2,-1,-4,3,-2,3,-4]"
11a_203,"[1,1,1,1,1,-2,1,3,-2,3,3]"
11a_204,"[1,1,2,-1,2,2,-3,2,4,-3,4,4]"
11a_205,"[-1,-1,-1,2,-1,2,2,3,-2,-4,3,-4]"
11a_206,"[-1,-1,-1,-1,-1,-1,2,-1,-3,2,-3]"
11a_207,"[-1,-1,-2,1,-2,-2,-2,3,-2,-4,3,-4]"
11a_208,"[-1,-1,-1,-1,-2,1,-2,3,-2,-4,3,-4]"
11a_209,"[-1,-1,2,1,-3,2,1,4,-3,-2,4,-3,-5,4,-5]"
11a_210,"[-1,-1,-2,1,3,-2,3,3,4,-3,-5,4,-5]"
11a_211,"[-1,-1,-2,1,-2,-3,2,-3,4,-3,-5,4,-5]"
11a_212,"[1,1,1,2,-1,3,2,2,-4,3,3,-2,3,-4]"
11a_213,"[1,1,1,2,-1,3,2,2,2,-4,3,-2,3,-4]"
11a_214,"[1,1,2,-1,2,-3,2,4,-3,-2,-5,4,-3,4,-5]"
11a_215,"[1,1,-2,1,1,3,-2,1,-2,3,3]"
11a_216,"[1,1,-2,1,3,-2,1,-2,-2,3,3]"
11a_217,"[-1,-1,2,-1,-3,2,-1,-1,2,2,-3]"
11a_218,"[-1,2,-1,-3,-2,-2,4,3,-2,3,-5,4,-5]"
11a_219,"[-1,-1,-2,1,-2,-3,2,2,4,-3,-2,-5,4,-3,-5]"
11a_220,"[1,1,1,-2,1,3,-2,3,4,-3,4,4]"
11a_221,"[-1,-1,-1,-1,2,-1,-3,2,2,2,-3]"
11a_222,"[-1,-1,-2,1,-2,3,-2,-4,3,3,3,-4]"
11a_223,"[1,1,1,-2,1,1,1,3,-2,3,3]"
11a_224,"[1,1,1,1,2,-1,-3,2,4,-3,4,4]"
11a_225,"[-1,-1,-1,-1,2,-1,2,3,-2,-4,3,-4]"
11a_226,"[-1,-1,-2,1,-2,3,-2,3,4,-3,-5,4,-5]"
11a_227,"[1,1,1,2,2,-3,2,-1,2,3,3,2,2]"
11a_228,"[-1,2,-1,-3,-2,4,3,-2,3,3,-5,4,-5]"
11a_229,"[1,1,1,2,-1,-3,2,4,-3,4,5,-4,5]"
11a_230,"[1,1,2,-1,2,3,-2,-4,3,5,-4,5,5]"
11a_231,"[1,1,-2,-2,-2,1,3,-2,-2,-2,3]"
11a_232,"[1,1,-2,-2,3,-2,1,-2,-2,3,-2]"
11a_233,"[1,1,-2,-2,3,-2,1,-2,3,-2,3]"
11a_235,"[1,1,1,2,-1,2,2,2,2,2,3,-2,3]"
11a_236,"[1,1,1,1,2,-1,2,2,2,3,-2,3,3]"
11a_237,"[1,1,1,2,-1,2,2,2,3,-2,-2,4,-3,2,4,3]"
11a_238,"[1,1,1,2,-1,2,2,2,3,-2,3,4,-3,4]"
11a_239,"[1,1,-2,3,-2,1,3,-2,3,-2,3]"
11a_241,"[1,1,1,1,2,2,-1,2,2,2,3,-2,3]"
11a_242,"[1,1,1,1,1,1,2,-1,2,3,-2,3,3]"
11a_243,"[1,1,1,2,-1,2,3,-2,3,3,3,4,-3,4]"
11a_244,"[1,1,1,2,2,-3,2,-1,2,2,3,3,2]"
11a_245,"[1,1,1,1,2,-1,2,3,3,-2,3,3,3]"
11a_246,"[1,1,1,1,2,-1,2,3,-2,3,4,-3,4,4]"
11a_247,"[1,1,1,2,-1,2,3,-2,3,4,-3,4,5,-4,5]"
11a_248,"[-1,-1,-1,2,-3,2,-1,2,-3,2,-3]"
11a_249,"[-1,-1,-2,1,3,-4,3,-2,3,-4,3,-4]"
11a_250,"[-1,2,2,2,-1,2,-3,2,2,2,-3]"
11a_251,"[1,1,1,1,-2,-2,-1,-3,2,-3,2,-3,-3]"
11a_252,"[-1,2,-1,2,2,-1,-3,2,2,2,-3]"
11a_253,"[-1,-1,2,-1,2,-1,-3,2,2,2,-3]"
11a_254,"[1,1,1,1,-2,-2,-1,-3,2,2,-3,2,-3]"
11a_255,"[-1,-1,-1,2,-1,-3,2,-1,2,-3,2]"
11a_256,"[-1,-1,-2,1,3,-2,-4,3,-2,3,-4,3]"
11a_257,"[-1,-1,-1,2,-1,2,-3,2,2,2,-3]"
11a_258,"[-1,-1,-2,1,3,-2,3,-4,3,3,3,-4]"
11a_259,"[1,1,1,-2,1,1,3,-2,3,3,3]"
11a_260,"[1,1,1,-2,1,1,3,-2,3,4,-3,4]"
11a_261,"[-1,-1,-1,2,-1,-3,2,-3,2,-3,-3]"
11a_262,"[-1,-1,2,-1,2,-1,-3,2,-3,-4,3,-4]"
11a_263,"[1,1,1,1,2,2,-1,3,2,2,2,3,3]"
11a_264,"[1,1,1,-2,1,3,-2,-2,3,-2,3]"
11a_265,"[1,1,2,-1,-3,2,4,-3,-3,4,-3,4]"
11a_266,"[-1,2,-1,2,-3,2,-1,-3,2,-3,2]"
11a_267,"[-1,-1,2,-1,2,-3,2,-1,-3,2,-3]"
11a_268,"[-1,2,-1,2,-3,2,-1,2,2,2,-3]"
11a_269,"[-1,2,-1,2,2,-3,2,-1,2,-3,2]"
11a_270,"[1,1,2,-1,2,-3,-3,-2,-4,3,-2,3,-4,3]"
11a_271,"[1,1,-2,1,-2,1,3,-2,-1,4,-3,2,4,3]"
11a_272,"[1,1,-2,-1,3,-2,1,-4,3,-2,3,-2,-4,3]"
11a_273,"[-1,-1,2,-1,2,-3,2,1,-3,-2,-2,-4,3,-4]"
11a_274,"[-1,-1,2,2,-1,-3,2,-1,2,-3,2]"
11a_275,"[1,1,1,-2,1,3,-2,-1,4,-3,2,2,4,3]"
11a_276,"[1,1,-2,1,3,-2,-1,4,-3,2,2,4,3,3]"
11a_277,"[1,1,1,-2,1,-2,3,-2,1,-2,3]"
11a_278,"[1,1,2,-1,-3,2,-3,4,-3,2,-3,4]"
11a_279,"[-1,-1,-2,1,3,2,2,2,2,-4,-3,2,-3,-4]"
11a_280,"[1,1,2,-1,-1,2,3,-2,1,-4,-3,2,-5,4,-3,-5,-4]"
11a_281,"[-1,2,2,-1,2,-3,2,-1,2,2,-3]"
11a_282,"[1,-2,1,-2,-2,-2,3,-2,1,-2,3]"
11a_283,"[-1,-1,-1,2,-1,2,-3,2,1,-4,3,-2,-4,-3]"
11a_284,"[1,1,-2,1,3,-2,1,3,-2,-2,3]"
11a_285,"[-1,-1,2,-1,-1,-3,2,1,4,-3,2,4,-3,4]"
11a_286,"[-1,2,-1,2,2,-3,2,-1,2,2,-3]"
11a_287,"[-1,2,-1,2,-1,-3,2,-1,2,2,-3]"
11a_288,"[1,-2,1,-2,3,-2,1,3,-2,-2,3]"
11a_289,"[1,1,-2,1,-2,-2,3,-2,1,-2,3]"
11a_290,"[-1,-1,2,-1,2,2,-3,2,1,-4,3,-2,-4,-3]"
11a_291,"[1,1,2,2,2,2,-3,2,-1,2,3,3,2]"
11a_292,"[1,1,2,-1,2,1,-3,2,-1,2,3,3,3,4,-3,4]"
11a_293,"[1,-2,-2,-2,-2,3,-2,1,-2,3,-2]"
11a_294,"[-1,-1,-2,1,-2,3,2,4,-3,2,-3,4,-3,-3]"
11a_295,"[-1,-1,-1,-1,-2,1,3,2,-1,-4,-3,2,-3,-4]"
11a_296,"[-1,-1,-2,1,-2,-3,2,4,3,-2,-5,-4,3,-4,-5]"
11a_297,"[-1,-1,2,-1,-1,-3,2,1,-3,4,-3,2,-3,4]"
11a_298,"[1,1,1,1,2,2,-3,2,-1,2,3,3,2]"
11a_299,"[1,1,2,-1,2,3,3,-4,3,-2,3,4,4,3]"
11a_300,"[-1,-1,2,-1,-3,2,-1,2,-3,2,2]"
11a_301,"[-1,-1,2,-1,-3,2,-1,-3,2,-3,2]"
11a_302,"[-1,-1,2,-1,-3,2,-1,-3,-3,2,-3]"
11a_303,"[-1,-1,2,-1,2,1,3,-2,-1,3,2,4,-3,4]"
11a_304,"[1,1,1,-2,1,1,3,-2,-1,4,-3,2,4,3]"
11a_305,"[1,-2,1,-2,-2,3,-2,-2,1,-2,3]"
11a_306,"[-1,-1,-1,2,-1,2,-3,2,-3,-3,-3]"
11a_307,"[-1,-1,-1,2,-1,2,-3,2,-3,-4,3,-4]"
11a_308,"[1,1,1,1,-2,1,3,-2,3,3,3]"
11a_309,"[1,1,1,-2,1,3,-2,3,3,4,-3,4]"
11a_310,"[1,1,1,1,-2,1,3,-2,3,4,-3,4]"
11a_311,"[1,1,2,-1,2,-3,2,4,-3,4,5,-4,5]"
11a_312,"[-1,-1,-1,-1,-2,1,3,2,2,-4,-3,2,-3,-4]"
11a_313,"[-1,-1,-2,1,-2,-3,2,4,3,3,-5,-4,3,-4,-5]"
11a_314,"[1,1,-2,1,-2,1,3,-2,1,-2,3]"
11a_315,"[1,1,-2,1,-2,3,-2,1,-2,-2,3]"
11a_316,"[1,1,1,-2,-2,3,-2,1,-2,3,-2]"
11a_317,"[1,1,1,-2,1,-3,2,-1,-3,-2,-2,-4,3,-4]"
11a_318,"[1,1,2,2,-3,2,-1,2,2,3,3,2,2]"
11a_319,"[1,1,2,2,2,-3,2,-1,2,3,3,2,2]"
11a_320,"[1,1,1,2,-1,2,-3,-2,1,4,-3,2,2,4,3,3]"
11a_321,"[-1,-1,-1,2,-1,-3,2,-1,-3,2,-4,3,-2,-4]"
11a_322,"[-1,-1,2,-1,-1,-3,2,1,4,-3,2,-3,4,-3]"
11a_323,"[1,1,2,-1,-3,-3,4,-3,2,-3,4,-3]"
11a_324,"[-1,-1,-2,1,3,-2,-4,3,-2,-4,3,-5,4,-3,-5]"
11a_325,"[-1,-1,-2,1,-3,-2,-2,4,-3,2,-3,4,5,-4,5]"
11a_326,"[1,1,-2,1,-2,3,-2,1,-2,3,-2]"
11a_327,"[1,1,2,-1,-3,-2,1,-2,4,3,-2,3,3,4]"
11a_328,"[1,1,-2,1,1,3,-2,-1,4,-3,2,4,3,3]"
11a_329,"[1,1,2,-1,2,-3,-2,1,-4,3,2,2,3,4,4,3]"
11a_330,"[1,-2,-2,-2,3,-2,1,-2,3,-2,-2]"
11a_331,"[-1,-1,2,-1,-3,2,1,4,-3,2,-3,-3,4,-3]"
11a_332,"[1,-2,1,3,-2,-2,1,3,-2,-2,3]"
11a_333,"[-1,-1,-2,1,3,-2,3,-4,3,-4,-5,4,-5]"
11a_335,"[1,1,1,1,1,2,-1,2,2,2,3,-2,3]"
11a_336,"[1,1,1,1,1,1,2,-1,2,2,3,-2,3]"
11a_337,"[1,1,2,-1,2,2,2,3,-2,3,3,4,-3,4]"
11a_339,"[1,1,1,1,1,2,-1,2,3,-2,3,3,3]"
11a_340,"[1,1,1,1,2,2,2,-1,2,2,3,-2,3]"
11a_341,"[1,1,1,1,2,-1,2,3,-2,3,3,4,-3,4]"
11a_342,"[1,1,1,1,1,2,-1,2,3,-2,3,4,-3,4]"
11a_343,"[1,1,2,-1,2,2,3,-2,3,4,-3,4,5,-4,5]"
11a_344,"[1,1,1,1,2,-1,3,2,2,-4,3,-2,3,-4]"
11a_345,"[1,1,2,-1,2,3,-2,4,3,3,-5,4,-3,4,-5]"
11a_346,"[-1,2,2,2,-3,2,-1,2,2,-3,2]"
11a_347,"[1,1,-2,-1,3,-2,1,-4,3,-2,3,3,-4,3]"
11a_348,"[1,1,1,-2,1,3,-2,1,3,-2,3]"
11a_349,"[1,1,2,-1,-3,2,4,-3,2,4,-3,4]"
11a_350,"[1,-2,1,-2,-2,3,-2,1,3,-2,3]"
11a_351,"[1,-2,1,3,-2,1,3,-2,-2,-2,3]"
11a_352,"[-1,-1,2,1,-3,2,-1,2,4,-3,2,4,-3,4]"
11a_353,"[1,1,2,2,2,-3,2,-1,2,2,3,3,2]"
11a_354,"[1,1,1,2,-1,2,1,-3,2,-1,2,3,3,4,-3,4]"
11a_356,"[1,1,1,1,2,-1,2,2,2,2,3,-2,3]"
11a_357,"[1,1,1,1,2,-1,2,2,3,-2,3,3,3]"
11a_358,"[1,1,1,1,1,1,1,2,-1,2,3,-2,3]"
11a_359,"[1,1,2,-1,2,2,2,2,3,-2,3,4,-3,4]"
11a_360,"[1,1,1,1,2,-1,2,2,3,-2,3,4,-3,4]"
